,ImageID,predict_bbox,gt_bbox,IoU_threshold,T,P,IoU,ap,mAP
0,Y2BB_extracted_dataset/airplane_for_test_medium/13+-9AbB-h7c1Y+01+0472000+1.jpg,[],"[{'class': 'airplane', 'x1': 111.412, 'x2': 219.28199999999998, 'y1': 63.6, 'y2': 115.59999599999999, 'bbox_matched': False}]",0.75,"{'airplane': [1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1]}","{'airplane': [0, 0.9717943, 0.8613735, 0.85834837, 0.62960076, 0, 0.891439, 0.5826382, 0.9362525, 0.8992947, 0, 0.8793348, 0.8316344, 0.59286886, 0, 0.96836054, 0.6545326, 0.60827726, 0.58516496, 0, 0.86722153, 0.80782497, 0.61270607, 0, 0.9902014, 0.96988904, 0.96318597, 0.93011177, 0.81330097, 0.74950325, 0.6141258, 0, 0.99507034, 0.9738321, 0.8953337, 0.85053355, 0.74374163, 0, 0, 0.8295995, 0.6917997, 0.6203021, 0.53241473, 0, 0.5796786, 0.86550134, 0.66043586, 0.5438954, 0, 0, 0.8972228, 0.8040106, 0, 0]}",0,[1.0],1.0
1,Y2BB_extracted_dataset/airplane_for_test_medium/13+-e5nPWhRwdg+00+0166000+1.jpg,"[{'x1': 144, 'x2': 480, 'y1': 144, 'y2': 240, 'class': 'airplane', 'prob': 0.9717943}, {'x1': 128, 'x2': 496, 'y1': 128, 'y2': 224, 'class': 'airplane', 'prob': 0.8613735}, {'x1': 160, 'x2': 480, 'y1': 160, 'y2': 256, 'class': 'airplane', 'prob': 0.85834837}, {'x1': 128, 'x2': 512, 'y1': 160, 'y2': 272, 'class': 'airplane', 'prob': 0.62960076}]","[{'class': 'airplane', 'x1': 176.64, 'x2': 357.6, 'y1': 151.2, 'y2': 189.0, 'bbox_matched': False}]",0.75,"{'airplane': [1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1]}","{'airplane': [0, 0.9717943, 0.8613735, 0.85834837, 0.62960076, 0, 0.891439, 0.5826382, 0.9362525, 0.8992947, 0, 0.8793348, 0.8316344, 0.59286886, 0, 0.96836054, 0.6545326, 0.60827726, 0.58516496, 0, 0.86722153, 0.80782497, 0.61270607, 0, 0.9902014, 0.96988904, 0.96318597, 0.93011177, 0.81330097, 0.74950325, 0.6141258, 0, 0.99507034, 0.9738321, 0.8953337, 0.85053355, 0.74374163, 0, 0, 0.8295995, 0.6917997, 0.6203021, 0.53241473, 0, 0.5796786, 0.86550134, 0.66043586, 0.5438954, 0, 0, 0.8972228, 0.8040106, 0, 0]}",1.0501546720707724,[0.3333333333333333],0.3333333333333333
2,Y2BB_extracted_dataset/airplane_for_test_medium/13+-fYp8Dr3wR0+03+0359000+1.jpg,"[{'x1': 256, 'x2': 400, 'y1': 208, 'y2': 256, 'class': 'airplane', 'prob': 0.891439}, {'x1': 256, 'x2': 400, 'y1': 224, 'y2': 272, 'class': 'airplane', 'prob': 0.5826382}]","[{'class': 'airplane', 'x1': 149.12, 'x2': 238.08000000000004, 'y1': 118.8, 'y2': 156.0, 'bbox_matched': True}]",0.75,"{'airplane': [1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1]}","{'airplane': [0, 0.9717943, 0.8613735, 0.85834837, 0.62960076, 0, 0.891439, 0.5826382, 0.9362525, 0.8992947, 0, 0.8793348, 0.8316344, 0.59286886, 0, 0.96836054, 0.6545326, 0.60827726, 0.58516496, 0, 0.86722153, 0.80782497, 0.61270607, 0, 0.9902014, 0.96988904, 0.96318597, 0.93011177, 0.81330097, 0.74950325, 0.6141258, 0, 0.99507034, 0.9738321, 0.8953337, 0.85053355, 0.74374163, 0, 0, 0.8295995, 0.6917997, 0.6203021, 0.53241473, 0, 0.5796786, 0.86550134, 0.66043586, 0.5438954, 0, 0, 0.8972228, 0.8040106, 0, 0]}",0.6784676250227222,[0.41666666666666663],0.41666666666666663
3,Y2BB_extracted_dataset/airplane_for_test_medium/13+0V2ixO7vrjs+01+0144000+1.jpg,"[{'x1': 64, 'x2': 336, 'y1': 144, 'y2': 208, 'class': 'airplane', 'prob': 0.9362525}, {'x1': 96, 'x2': 320, 'y1': 160, 'y2': 224, 'class': 'airplane', 'prob': 0.8992947}]","[{'class': 'airplane', 'x1': 132.84, 'x2': 258.3, 'y1': 144.6000012, 'y2': 184.79998799999998, 'bbox_matched': False}]",0.75,"{'airplane': [1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1]}","{'airplane': [0, 0.9717943, 0.8613735, 0.85834837, 0.62960076, 0, 0.891439, 0.5826382, 0.9362525, 0.8992947, 0, 0.8793348, 0.8316344, 0.59286886, 0, 0.96836054, 0.6545326, 0.60827726, 0.58516496, 0, 0.86722153, 0.80782497, 0.61270607, 0, 0.9902014, 0.96988904, 0.96318597, 0.93011177, 0.81330097, 0.74950325, 0.6141258, 0, 0.99507034, 0.9738321, 0.8953337, 0.85053355, 0.74374163, 0, 0, 0.8295995, 0.6917997, 0.6203021, 0.53241473, 0, 0.5796786, 0.86550134, 0.66043586, 0.5438954, 0, 0, 0.8972228, 0.8040106, 0, 0]}",0.7946706177479286,[0.3352272727272727],0.3352272727272727
4,Y2BB_extracted_dataset/airplane_for_test_medium/13+0kK-SKGH7hc+00+0259000+1.jpg,"[{'x1': 144, 'x2': 336, 'y1': 192, 'y2': 256, 'class': 'airplane', 'prob': 0.8793348}, {'x1': 160, 'x2': 368, 'y1': 192, 'y2': 272, 'class': 'airplane', 'prob': 0.8316344}, {'x1': 144, 'x2': 352, 'y1': 192, 'y2': 288, 'class': 'airplane', 'prob': 0.59286886}]","[{'class': 'airplane', 'x1': 127.68, 'x2': 229.92, 'y1': 128.399994, 'y2': 179.39999880000002, 'bbox_matched': False}]",0.75,"{'airplane': [1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1]}","{'airplane': [0, 0.9717943, 0.8613735, 0.85834837, 0.62960076, 0, 0.891439, 0.5826382, 0.9362525, 0.8992947, 0, 0.8793348, 0.8316344, 0.59286886, 0, 0.96836054, 0.6545326, 0.60827726, 0.58516496, 0, 0.86722153, 0.80782497, 0.61270607, 0, 0.9902014, 0.96988904, 0.96318597, 0.93011177, 0.81330097, 0.74950325, 0.6141258, 0, 0.99507034, 0.9738321, 0.8953337, 0.85053355, 0.74374163, 0, 0, 0.8295995, 0.6917997, 0.6203021, 0.53241473, 0, 0.5796786, 0.86550134, 0.66043586, 0.5438954, 0, 0, 0.8972228, 0.8040106, 0, 0]}",0.24887699988231202,[0.31666666666666665],0.31666666666666665
5,Y2BB_extracted_dataset/airplane_for_test_medium/13+1FusH4o2PN4+00+0017000+1.jpg,"[{'x1': 240, 'x2': 528, 'y1': 176, 'y2': 272, 'class': 'airplane', 'prob': 0.96836054}, {'x1': 176, 'x2': 512, 'y1': 160, 'y2': 272, 'class': 'airplane', 'prob': 0.6545326}, {'x1': 224, 'x2': 464, 'y1': 176, 'y2': 272, 'class': 'airplane', 'prob': 0.60827726}, {'x1': 192, 'x2': 528, 'y1': 192, 'y2': 272, 'class': 'airplane', 'prob': 0.58516496}]","[{'class': 'airplane', 'x1': 129.60000000000002, 'x2': 250.24, 'y1': 116.39999999999999, 'y2': 166.399992, 'bbox_matched': True}]",0.75,"{'airplane': [1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1]}","{'airplane': [0, 0.9717943, 0.8613735, 0.85834837, 0.62960076, 0, 0.891439, 0.5826382, 0.9362525, 0.8992947, 0, 0.8793348, 0.8316344, 0.59286886, 0, 0.96836054, 0.6545326, 0.60827726, 0.58516496, 0, 0.86722153, 0.80782497, 0.61270607, 0, 0.9902014, 0.96988904, 0.96318597, 0.93011177, 0.81330097, 0.74950325, 0.6141258, 0, 0.99507034, 0.9738321, 0.8953337, 0.85053355, 0.74374163, 0, 0, 0.8295995, 0.6917997, 0.6203021, 0.53241473, 0, 0.5796786, 0.86550134, 0.66043586, 0.5438954, 0, 0, 0.8972228, 0.8040106, 0, 0]}",1.3332701016701232,[0.2716374269005848],0.2716374269005848
6,Y2BB_extracted_dataset/airplane_for_test_medium/13+1ts_Fz855WE+01+0072000+1.jpg,[],"[{'class': 'airplane', 'x1': 228.48000000000002, 'x2': 428.16, 'y1': 227.92666428, 'y2': 266.71, 'bbox_matched': False}]",0.75,"{'airplane': [1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1]}","{'airplane': [0, 0.9717943, 0.8613735, 0.85834837, 0.62960076, 0, 0.891439, 0.5826382, 0.9362525, 0.8992947, 0, 0.8793348, 0.8316344, 0.59286886, 0, 0.96836054, 0.6545326, 0.60827726, 0.58516496, 0, 0.86722153, 0.80782497, 0.61270607, 0, 0.9902014, 0.96988904, 0.96318597, 0.93011177, 0.81330097, 0.74950325, 0.6141258, 0, 0.99507034, 0.9738321, 0.8953337, 0.85053355, 0.74374163, 0, 0, 0.8295995, 0.6917997, 0.6203021, 0.53241473, 0, 0.5796786, 0.86550134, 0.66043586, 0.5438954, 0, 0, 0.8972228, 0.8040106, 0, 0]}",0,[0.3023809523809524],0.3023809523809524
7,Y2BB_extracted_dataset/airplane_for_test_medium/13+227HZwlTfIk+00+0030000+1.jpg,"[{'x1': 224, 'x2': 416, 'y1': 144, 'y2': 192, 'class': 'airplane', 'prob': 0.86722153}, {'x1': 208, 'x2': 416, 'y1': 144, 'y2': 208, 'class': 'airplane', 'prob': 0.80782497}, {'x1': 192, 'x2': 416, 'y1': 160, 'y2': 224, 'class': 'airplane', 'prob': 0.61270607}]","[{'class': 'airplane', 'x1': 168.96, 'x2': 336.0, 'y1': 130.20000480000002, 'y2': 163.200006, 'bbox_matched': True}]",0.75,"{'airplane': [1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1]}","{'airplane': [0, 0.9717943, 0.8613735, 0.85834837, 0.62960076, 0, 0.891439, 0.5826382, 0.9362525, 0.8992947, 0, 0.8793348, 0.8316344, 0.59286886, 0, 0.96836054, 0.6545326, 0.60827726, 0.58516496, 0, 0.86722153, 0.80782497, 0.61270607, 0, 0.9902014, 0.96988904, 0.96318597, 0.93011177, 0.81330097, 0.74950325, 0.6141258, 0, 0.99507034, 0.9738321, 0.8953337, 0.85053355, 0.74374163, 0, 0, 0.8295995, 0.6917997, 0.6203021, 0.53241473, 0, 0.5796786, 0.86550134, 0.66043586, 0.5438954, 0, 0, 0.8972228, 0.8040106, 0, 0]}",0.6051642614041923,[0.3031055900621118],0.3031055900621118
8,Y2BB_extracted_dataset/airplane_for_test_medium/13+243BzpfsPpo+00+0026000+1.jpg,[],"[{'class': 'airplane', 'x1': 257.76, 'x2': 356.15999999999997, 'y1': 144.0, 'y2': 172.1999952, 'bbox_matched': False}]",0.75,"{'airplane': [1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1]}","{'airplane': [0, 0.9717943, 0.8613735, 0.85834837, 0.62960076, 0, 0.891439, 0.5826382, 0.9362525, 0.8992947, 0, 0.8793348, 0.8316344, 0.59286886, 0, 0.96836054, 0.6545326, 0.60827726, 0.58516496, 0, 0.86722153, 0.80782497, 0.61270607, 0, 0.9902014, 0.96988904, 0.96318597, 0.93011177, 0.81330097, 0.74950325, 0.6141258, 0, 0.99507034, 0.9738321, 0.8953337, 0.85053355, 0.74374163, 0, 0, 0.8295995, 0.6917997, 0.6203021, 0.53241473, 0, 0.5796786, 0.86550134, 0.66043586, 0.5438954, 0, 0, 0.8972228, 0.8040106, 0, 0]}",0,[0.3261904761904762],0.3261904761904762
9,Y2BB_extracted_dataset/airplane_for_test_medium/13+2EDK1466Xcg+00+0003000+1.jpg,"[{'x1': 192, 'x2': 496, 'y1': 208, 'y2': 304, 'class': 'airplane', 'prob': 0.9902014}, {'x1': 128, 'x2': 512, 'y1': 192, 'y2': 288, 'class': 'airplane', 'prob': 0.96988904}, {'x1': 112, 'x2': 544, 'y1': 208, 'y2': 304, 'class': 'airplane', 'prob': 0.96318597}, {'x1': 144, 'x2': 432, 'y1': 208, 'y2': 304, 'class': 'airplane', 'prob': 0.93011177}, {'x1': 176, 'x2': 432, 'y1': 192, 'y2': 288, 'class': 'airplane', 'prob': 0.81330097}, {'x1': 224, 'x2': 496, 'y1': 208, 'y2': 288, 'class': 'airplane', 'prob': 0.74950325}, {'x1': 224, 'x2': 496, 'y1': 224, 'y2': 304, 'class': 'airplane', 'prob': 0.6141258}]","[{'class': 'airplane', 'x1': 152.32000000000002, 'x2': 249.28, 'y1': 118.0000008, 'y2': 171.9999936, 'bbox_matched': True}]",0.75,"{'airplane': [1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1]}","{'airplane': [0, 0.9717943, 0.8613735, 0.85834837, 0.62960076, 0, 0.891439, 0.5826382, 0.9362525, 0.8992947, 0, 0.8793348, 0.8316344, 0.59286886, 0, 0.96836054, 0.6545326, 0.60827726, 0.58516496, 0, 0.86722153, 0.80782497, 0.61270607, 0, 0.9902014, 0.96988904, 0.96318597, 0.93011177, 0.81330097, 0.74950325, 0.6141258, 0, 0.99507034, 0.9738321, 0.8953337, 0.85053355, 0.74374163, 0, 0, 0.8295995, 0.6917997, 0.6203021, 0.53241473, 0, 0.5796786, 0.86550134, 0.66043586, 0.5438954, 0, 0, 0.8972228, 0.8040106, 0, 0]}",0.5082980483177256,[0.3612251547735419],0.3612251547735419
