,ImageID,predict_bbox,gt_bbox,IoU_threshold,T,P,IoU,ap,mAP
0,Y2BB_extracted_dataset/train_for_test_medium/15+-6-4soyVvC4+01+0039000+1.jpg,[],"[{'class': 'train', 'x1': 213.6, 'x2': 281.76000000000005, 'y1': 132.6000024, 'y2': 194.4, 'bbox_matched': False}]",0.75,"{'train': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]}","{'train': [0, 0.8100779, 0.7914779, 0.7572724, 0.7461309, 0.72739404, 0.72096163, 0.70214057, 0.6801401, 0.65582305, 0.64836884, 0.6126536, 0.5640886, 0.5380939, 0, 0.88363737, 0.83892995, 0.83169407, 0.7971619, 0.79259706, 0.7890773, 0.7261918, 0.59553134, 0.5799196, 0.5701049, 0, 0, 0, 0, 0, 0, 0, 0, 0.7366484, 0.63675296, 0.50430906, 0, 0.663249, 0, 0.7680728, 0.5460033, 0.50287086, 0, 0.502129, 0, 0.8539915, 0.8311448, 0.81721425, 0.7874024, 0.782191, 0.7388234, 0.6934479, 0.5868547, 0.5202617, 0, 0.9201749, 0.88403463, 0.6196739, 0.58799225, 0.5867022, 0.52253234, 0.5081916, 0, 0]}",0,[1.0],1.0
1,Y2BB_extracted_dataset/train_for_test_medium/15+-hj2q9utBhs+02+0036000+1.jpg,"[{'x1': -48, 'x2': 592, 'y1': 144, 'y2': 304, 'class': 'train', 'prob': 0.8100779}, {'x1': -16, 'x2': 576, 'y1': 128, 'y2': 384, 'class': 'train', 'prob': 0.7914779}, {'x1': 96, 'x2': 576, 'y1': 32, 'y2': 320, 'class': 'train', 'prob': 0.7572724}, {'x1': 96, 'x2': 560, 'y1': 160, 'y2': 304, 'class': 'train', 'prob': 0.7461309}, {'x1': 160, 'x2': 560, 'y1': 64, 'y2': 368, 'class': 'train', 'prob': 0.72739404}, {'x1': 96, 'x2': 560, 'y1': 128, 'y2': 288, 'class': 'train', 'prob': 0.72096163}, {'x1': -16, 'x2': 640, 'y1': 48, 'y2': 336, 'class': 'train', 'prob': 0.70214057}, {'x1': 80, 'x2': 560, 'y1': 80, 'y2': 336, 'class': 'train', 'prob': 0.6801401}, {'x1': 16, 'x2': 608, 'y1': 160, 'y2': 320, 'class': 'train', 'prob': 0.65582305}, {'x1': 16, 'x2': 560, 'y1': 112, 'y2': 320, 'class': 'train', 'prob': 0.64836884}, {'x1': 80, 'x2': 544, 'y1': 48, 'y2': 384, 'class': 'train', 'prob': 0.6126536}, {'x1': 208, 'x2': 512, 'y1': 48, 'y2': 352, 'class': 'train', 'prob': 0.5640886}, {'x1': 144, 'x2': 432, 'y1': 48, 'y2': 384, 'class': 'train', 'prob': 0.5380939}]","[{'class': 'train', 'x1': 175.67999999999998, 'x2': 310.71999999999997, 'y1': 126.39999359999999, 'y2': 153.6, 'bbox_matched': False}]",0.75,"{'train': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]}","{'train': [0, 0.8100779, 0.7914779, 0.7572724, 0.7461309, 0.72739404, 0.72096163, 0.70214057, 0.6801401, 0.65582305, 0.64836884, 0.6126536, 0.5640886, 0.5380939, 0, 0.88363737, 0.83892995, 0.83169407, 0.7971619, 0.79259706, 0.7890773, 0.7261918, 0.59553134, 0.5799196, 0.5701049, 0, 0, 0, 0, 0, 0, 0, 0, 0.7366484, 0.63675296, 0.50430906, 0, 0.663249, 0, 0.7680728, 0.5460033, 0.50287086, 0, 0.502129, 0, 0.8539915, 0.8311448, 0.81721425, 0.7874024, 0.782191, 0.7388234, 0.6934479, 0.5868547, 0.5202617, 0, 0.9201749, 0.88403463, 0.6196739, 0.58799225, 0.5867022, 0.52253234, 0.5081916, 0, 0]}",1.2605897310170113,[0.13333333333333333],0.13333333333333333
2,Y2BB_extracted_dataset/train_for_test_medium/15+-yMI3k70zIU+00+0019000+1.jpg,"[{'x1': 48, 'x2': 656, 'y1': 32, 'y2': 240, 'class': 'train', 'prob': 0.88363737}, {'x1': 192, 'x2': 544, 'y1': 0, 'y2': 240, 'class': 'train', 'prob': 0.83892995}, {'x1': 128, 'x2': 544, 'y1': 16, 'y2': 256, 'class': 'train', 'prob': 0.83169407}, {'x1': 32, 'x2': 560, 'y1': 16, 'y2': 288, 'class': 'train', 'prob': 0.7971619}, {'x1': 16, 'x2': 608, 'y1': 48, 'y2': 224, 'class': 'train', 'prob': 0.79259706}, {'x1': 64, 'x2': 544, 'y1': 64, 'y2': 256, 'class': 'train', 'prob': 0.7890773}, {'x1': 112, 'x2': 560, 'y1': 32, 'y2': 208, 'class': 'train', 'prob': 0.7261918}, {'x1': 208, 'x2': 512, 'y1': 16, 'y2': 272, 'class': 'train', 'prob': 0.59553134}, {'x1': 16, 'x2': 464, 'y1': 48, 'y2': 240, 'class': 'train', 'prob': 0.5799196}, {'x1': 224, 'x2': 528, 'y1': 16, 'y2': 224, 'class': 'train', 'prob': 0.5701049}]","[{'class': 'train', 'x1': 269.76000000000005, 'x2': 341.76000000000005, 'y1': 93.60000000000001, 'y2': 142.8000048, 'bbox_matched': False}]",0.75,"{'train': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]}","{'train': [0, 0.8100779, 0.7914779, 0.7572724, 0.7461309, 0.72739404, 0.72096163, 0.70214057, 0.6801401, 0.65582305, 0.64836884, 0.6126536, 0.5640886, 0.5380939, 0, 0.88363737, 0.83892995, 0.83169407, 0.7971619, 0.79259706, 0.7890773, 0.7261918, 0.59553134, 0.5799196, 0.5701049, 0, 0, 0, 0, 0, 0, 0, 0, 0.7366484, 0.63675296, 0.50430906, 0, 0.663249, 0, 0.7680728, 0.5460033, 0.50287086, 0, 0.502129, 0, 0.8539915, 0.8311448, 0.81721425, 0.7874024, 0.782191, 0.7388234, 0.6934479, 0.5868547, 0.5202617, 0, 0.9201749, 0.88403463, 0.6196739, 0.58799225, 0.5867022, 0.52253234, 0.5081916, 0, 0]}",0.5203793750916298,[0.11538461538461539],0.11538461538461539
3,Y2BB_extracted_dataset/train_for_test_medium/15+0DwhUrmEAws+00+0076000+1.jpg,[],"[{'class': 'train', 'x1': 276.48, 'x2': 317.76, 'y1': 168.5999988, 'y2': 198.00000000000003, 'bbox_matched': False}]",0.75,"{'train': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]}","{'train': [0, 0.8100779, 0.7914779, 0.7572724, 0.7461309, 0.72739404, 0.72096163, 0.70214057, 0.6801401, 0.65582305, 0.64836884, 0.6126536, 0.5640886, 0.5380939, 0, 0.88363737, 0.83892995, 0.83169407, 0.7971619, 0.79259706, 0.7890773, 0.7261918, 0.59553134, 0.5799196, 0.5701049, 0, 0, 0, 0, 0, 0, 0, 0, 0.7366484, 0.63675296, 0.50430906, 0, 0.663249, 0, 0.7680728, 0.5460033, 0.50287086, 0, 0.502129, 0, 0.8539915, 0.8311448, 0.81721425, 0.7874024, 0.782191, 0.7388234, 0.6934479, 0.5868547, 0.5202617, 0, 0.9201749, 0.88403463, 0.6196739, 0.58799225, 0.5867022, 0.52253234, 0.5081916, 0, 0]}",0,[0.14814814814814814],0.14814814814814814
4,Y2BB_extracted_dataset/train_for_test_medium/15+16XQgOKblqs+01+0143000+1.jpg,[],"[{'class': 'train', 'x1': 190.72, 'x2': 315.2, 'y1': 86.39999999999999, 'y2': 146.000004, 'bbox_matched': False}]",0.75,"{'train': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]}","{'train': [0, 0.8100779, 0.7914779, 0.7572724, 0.7461309, 0.72739404, 0.72096163, 0.70214057, 0.6801401, 0.65582305, 0.64836884, 0.6126536, 0.5640886, 0.5380939, 0, 0.88363737, 0.83892995, 0.83169407, 0.7971619, 0.79259706, 0.7890773, 0.7261918, 0.59553134, 0.5799196, 0.5701049, 0, 0, 0, 0, 0, 0, 0, 0, 0.7366484, 0.63675296, 0.50430906, 0, 0.663249, 0, 0.7680728, 0.5460033, 0.50287086, 0, 0.502129, 0, 0.8539915, 0.8311448, 0.81721425, 0.7874024, 0.782191, 0.7388234, 0.6934479, 0.5868547, 0.5202617, 0, 0.9201749, 0.88403463, 0.6196739, 0.58799225, 0.5867022, 0.52253234, 0.5081916, 0, 0]}",0,[0.17857142857142858],0.17857142857142858
5,Y2BB_extracted_dataset/train_for_test_medium/15+1_xfocbatMQ+01+0029000+1.jpg,[],"[{'class': 'train', 'x1': 253.44, 'x2': 319.67999999999995, 'y1': 100.80000000000001, 'y2': 146.4000012, 'bbox_matched': False}]",0.75,"{'train': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]}","{'train': [0, 0.8100779, 0.7914779, 0.7572724, 0.7461309, 0.72739404, 0.72096163, 0.70214057, 0.6801401, 0.65582305, 0.64836884, 0.6126536, 0.5640886, 0.5380939, 0, 0.88363737, 0.83892995, 0.83169407, 0.7971619, 0.79259706, 0.7890773, 0.7261918, 0.59553134, 0.5799196, 0.5701049, 0, 0, 0, 0, 0, 0, 0, 0, 0.7366484, 0.63675296, 0.50430906, 0, 0.663249, 0, 0.7680728, 0.5460033, 0.50287086, 0, 0.502129, 0, 0.8539915, 0.8311448, 0.81721425, 0.7874024, 0.782191, 0.7388234, 0.6934479, 0.5868547, 0.5202617, 0, 0.9201749, 0.88403463, 0.6196739, 0.58799225, 0.5867022, 0.52253234, 0.5081916, 0, 0]}",0,[0.20689655172413793],0.20689655172413793
6,Y2BB_extracted_dataset/train_for_test_medium/15+1e8KB4IqkpA+05+0335000+1.jpg,[],"[{'class': 'train', 'x1': 118.08000000000001, 'x2': 193.92, 'y1': 203.39999999999998, 'y2': 313.8000012, 'bbox_matched': False}]",0.75,"{'train': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]}","{'train': [0, 0.8100779, 0.7914779, 0.7572724, 0.7461309, 0.72739404, 0.72096163, 0.70214057, 0.6801401, 0.65582305, 0.64836884, 0.6126536, 0.5640886, 0.5380939, 0, 0.88363737, 0.83892995, 0.83169407, 0.7971619, 0.79259706, 0.7890773, 0.7261918, 0.59553134, 0.5799196, 0.5701049, 0, 0, 0, 0, 0, 0, 0, 0, 0.7366484, 0.63675296, 0.50430906, 0, 0.663249, 0, 0.7680728, 0.5460033, 0.50287086, 0, 0.502129, 0, 0.8539915, 0.8311448, 0.81721425, 0.7874024, 0.782191, 0.7388234, 0.6934479, 0.5868547, 0.5202617, 0, 0.9201749, 0.88403463, 0.6196739, 0.58799225, 0.5867022, 0.52253234, 0.5081916, 0, 0]}",0,[0.23333333333333334],0.23333333333333334
7,Y2BB_extracted_dataset/train_for_test_medium/15+1n_jnfJVPzs+00+0012000+1.jpg,[],"[{'class': 'train', 'x1': 166.4, 'x2': 258.56, 'y1': 137.59999200000001, 'y2': 208.8, 'bbox_matched': False}]",0.75,"{'train': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]}","{'train': [0, 0.8100779, 0.7914779, 0.7572724, 0.7461309, 0.72739404, 0.72096163, 0.70214057, 0.6801401, 0.65582305, 0.64836884, 0.6126536, 0.5640886, 0.5380939, 0, 0.88363737, 0.83892995, 0.83169407, 0.7971619, 0.79259706, 0.7890773, 0.7261918, 0.59553134, 0.5799196, 0.5701049, 0, 0, 0, 0, 0, 0, 0, 0, 0.7366484, 0.63675296, 0.50430906, 0, 0.663249, 0, 0.7680728, 0.5460033, 0.50287086, 0, 0.502129, 0, 0.8539915, 0.8311448, 0.81721425, 0.7874024, 0.782191, 0.7388234, 0.6934479, 0.5868547, 0.5202617, 0, 0.9201749, 0.88403463, 0.6196739, 0.58799225, 0.5867022, 0.52253234, 0.5081916, 0, 0]}",0,[0.25806451612903225],0.25806451612903225
8,Y2BB_extracted_dataset/train_for_test_medium/15+1n_jnfJVPzs+00+0013000+1.jpg,[],"[{'class': 'train', 'x1': 143.35999999999999, 'x2': 239.68000000000004, 'y1': 138.799992, 'y2': 210.4000008, 'bbox_matched': False}]",0.75,"{'train': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]}","{'train': [0, 0.8100779, 0.7914779, 0.7572724, 0.7461309, 0.72739404, 0.72096163, 0.70214057, 0.6801401, 0.65582305, 0.64836884, 0.6126536, 0.5640886, 0.5380939, 0, 0.88363737, 0.83892995, 0.83169407, 0.7971619, 0.79259706, 0.7890773, 0.7261918, 0.59553134, 0.5799196, 0.5701049, 0, 0, 0, 0, 0, 0, 0, 0, 0.7366484, 0.63675296, 0.50430906, 0, 0.663249, 0, 0.7680728, 0.5460033, 0.50287086, 0, 0.502129, 0, 0.8539915, 0.8311448, 0.81721425, 0.7874024, 0.782191, 0.7388234, 0.6934479, 0.5868547, 0.5202617, 0, 0.9201749, 0.88403463, 0.6196739, 0.58799225, 0.5867022, 0.52253234, 0.5081916, 0, 0]}",0,[0.28125],0.28125
9,Y2BB_extracted_dataset/train_for_test_medium/15+1tIKB6FZ5bY+00+0059000+1.jpg,[],"[{'class': 'train', 'x1': 202.56000000000003, 'x2': 255.83999999999997, 'y1': 120.00000239999999, 'y2': 198.600012, 'bbox_matched': False}]",0.75,"{'train': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]}","{'train': [0, 0.8100779, 0.7914779, 0.7572724, 0.7461309, 0.72739404, 0.72096163, 0.70214057, 0.6801401, 0.65582305, 0.64836884, 0.6126536, 0.5640886, 0.5380939, 0, 0.88363737, 0.83892995, 0.83169407, 0.7971619, 0.79259706, 0.7890773, 0.7261918, 0.59553134, 0.5799196, 0.5701049, 0, 0, 0, 0, 0, 0, 0, 0, 0.7366484, 0.63675296, 0.50430906, 0, 0.663249, 0, 0.7680728, 0.5460033, 0.50287086, 0, 0.502129, 0, 0.8539915, 0.8311448, 0.81721425, 0.7874024, 0.782191, 0.7388234, 0.6934479, 0.5868547, 0.5202617, 0, 0.9201749, 0.88403463, 0.6196739, 0.58799225, 0.5867022, 0.52253234, 0.5081916, 0, 0]}",0,[0.30303030303030304],0.30303030303030304
